Temperature,Vibration,Current,RPM,Fault
55.69,2.58,5.07,1451.08,0
52.4,4.72,11.23,1467.87,0
61.62,2.28,6.25,1385.91,0
57.17,8.26,12.19,1349.41,1
101.27,8.01,22.66,1262.75,2
49.57,1.04,5.18,1358.14,0
62.72,2.64,10.95,1387.39,0
48.92,2.42,10.8,1468.39,0
63.42,3.15,13.16,1310.11,1
55.93,3.96,6.27,1493.85,0
69.27,6.22,14.17,1392.42,1
69.14,8.21,10.33,1301.9,1
49.42,3.16,6.61,1384.13,0
47.77,5.0,10.24,1442.16,0
47.59,3.24,9.69,1354.0,0
49.48,3.18,5.57,1467.57,0
42.64,3.97,7.41,1354.11,0
42.76,1.88,8.25,1414.99,0
64.05,1.41,5.85,1455.26,0
47.81,4.34,5.28,1453.72,0
100.78,8.61,15.2,1258.24,2
63.94,2.45,5.33,1495.55,0
75.87,10.64,23.96,1160.42,2
62.69,4.62,11.47,1424.42,0
61.68,3.68,8.14,1423.19,0
50.59,1.19,9.19,1440.43,0
51.48,4.9,5.32,1492.65,0
56.89,2.66,5.87,1412.99,0
65.65,8.72,14.81,1330.09,1
43.1,3.54,10.63,1494.56,0
57.28,1.67,7.17,1425.5,0
75.33,6.4,15.97,1316.94,1
57.9,3.82,9.36,1498.52,0
76.56,6.0,10.19,1429.13,1
44.57,4.58,10.21,1365.85,0
40.18,1.14,6.03,1378.14,0
45.5,2.37,5.2,1397.24,0
55.46,4.36,15.77,1417.46,1
48.8,2.7,7.98,1490.48,0
58.99,1.82,9.97,1353.17,0
107.03,10.74,19.34,1254.55,2
98.25,8.05,16.04,1288.75,2
61.56,1.72,8.81,1492.58,0
47.54,1.8,10.42,1456.89,0
92.56,9.54,18.91,1235.12,2
44.53,2.08,7.93,1404.69,0
41.72,2.45,11.55,1479.39,0
48.39,3.72,8.5,1489.94,0
64.42,1.83,6.7,1400.6,0
62.3,4.95,10.82,1435.17,1
60.9,2.69,10.03,1414.42,0
50.49,3.46,5.06,1457.9,0
47.76,4.42,10.38,1428.52,0
60.59,2.0,5.98,1397.38,0
49.86,1.01,5.84,1430.18,0
43.22,4.52,8.0,1361.1,0
55.79,7.38,11.09,1383.92,1
42.67,1.61,5.43,1387.7,0
82.69,8.78,8.07,1442.89,1
104.65,10.17,16.96,1220.59,2
56.53,1.31,8.81,1456.4,0
60.48,3.7,14.71,1412.02,1
56.87,4.65,8.49,1412.16,0
46.25,1.73,10.48,1383.33,0
41.55,2.36,8.54,1374.29,0
42.02,2.61,6.21,1454.24,0
72.72,6.11,8.1,1412.75,1
64.3,1.74,7.86,1445.97,0
41.07,2.52,10.65,1394.28,0
44.57,1.57,11.62,1498.02,0
76.88,7.99,9.69,1388.84,1
63.82,6.45,11.32,1300.02,1
58.65,3.57,6.75,1426.1,0
58.66,3.71,11.47,1371.85,0
55.6,4.4,15.56,1345.49,1
79.11,4.12,15.14,1371.69,1
44.79,2.54,8.39,1403.25,0
46.34,1.91,5.08,1369.55,0
58.1,4.25,9.75,1441.04,0
78.23,7.36,15.18,1407.98,1
43.39,1.49,7.52,1423.41,0
63.95,2.47,7.29,1372.33,0
74.83,5.98,8.02,1384.29,1
43.39,4.25,11.5,1379.92,0
40.79,2.81,11.6,1487.59,0
68.3,6.52,15.81,1370.49,1
56.54,3.41,6.14,1385.07,0
59.24,1.52,9.0,1391.32,0
87.24,10.87,20.26,1275.21,2
56.84,4.48,15.0,1432.83,1
102.09,11.39,15.1,1253.45,2
79.22,8.2,16.1,1301.15,2
57.23,5.25,10.68,1448.84,1
95.14,8.95,20.48,1139.81,2
55.68,4.92,8.25,1472.62,0
62.05,1.79,7.52,1434.8,0
42.77,4.8,9.36,1359.0,0
64.61,3.67,7.0,1437.87,0
79.77,5.44,13.5,1331.54,1
75.47,5.43,12.44,1323.06,1
82.45,7.54,14.58,1316.8,1
52.52,4.62,9.42,1409.72,0
53.83,3.78,6.93,1435.48,0
55.34,1.95,5.74,1357.53,0
60.81,2.89,8.53,1384.39,0
54.27,1.24,11.72,1366.49,0
44.71,1.36,5.68,1465.26,0
51.85,1.16,7.48,1459.65,0
51.43,3.03,6.87,1361.15,0
53.57,1.52,7.63,1364.87,0
51.16,2.37,11.02,1469.24,0
89.07,14.05,20.49,1246.65,2
88.69,10.94,24.69,1252.81,2
40.73,3.86,7.15,1454.72,0
61.81,2.72,8.06,1406.9,0
77.57,12.9,22.3,1285.62,2
58.38,2.16,7.12,1467.45,0
64.02,3.25,8.94,1491.53,0
44.94,3.19,5.81,1353.47,0
60.88,2.31,8.42,1491.17,0
40.61,2.59,8.38,1375.38,0
46.8,1.03,11.85,1494.86,0
55.11,2.84,10.8,1474.43,0
57.66,3.15,9.88,1336.62,1
102.75,12.05,21.47,1304.72,2
44.22,3.32,7.61,1419.34,0
61.23,1.51,9.09,1409.09,0
50.13,3.38,5.75,1352.54,0
41.11,1.14,6.87,1378.52,0
61.81,3.75,7.42,1414.12,0
43.44,2.76,6.03,1485.25,0
64.8,1.22,8.44,1363.71,0
94.98,9.5,23.18,1293.58,2
56.29,3.85,9.82,1397.9,0
59.06,4.96,10.44,1394.39,0
45.53,2.82,7.32,1456.89,0
44.48,2.79,5.29,1421.63,0
52.89,2.96,9.67,1370.95,0
84.39,8.29,22.05,1199.22,2
48.09,3.26,7.5,1486.56,0
55.77,1.04,10.61,1360.03,0
47.88,2.43,7.84,1492.77,0
47.57,3.45,8.07,1459.01,0
42.78,4.11,10.31,1396.13,0
68.2,7.52,12.65,1343.71,1
49.5,4.49,9.64,1401.26,0
59.08,7.23,15.36,1377.98,1
62.84,4.16,7.57,1359.72,0
69.97,3.07,8.07,1340.69,1
99.13,12.74,17.16,1244.95,2
64.84,4.01,8.06,1442.73,0
41.24,4.3,7.28,1366.28,0
67.55,3.82,14.79,1444.84,1
42.13,4.99,8.52,1439.31,0
44.99,3.72,5.51,1354.6,0
59.73,4.63,9.86,1347.84,1
40.06,3.0,9.34,1466.41,0
56.2,4.63,7.92,1397.16,0
58.5,1.97,5.72,1376.34,0
40.59,3.57,9.25,1432.0,0
49.79,1.77,9.92,1451.75,0
55.83,1.33,9.82,1364.23,0
58.95,1.13,8.86,1495.43,0
49.94,2.1,11.89,1411.4,0
59.94,2.24,8.19,1351.74,0
58.38,7.42,10.2,1388.65,1
55.34,2.8,7.25,1361.6,0
62.98,4.6,8.14,1391.16,0
49.63,4.4,7.22,1375.42,0
45.8,4.19,8.94,1350.87,0
69.07,3.34,8.36,1306.84,1
51.27,2.33,11.7,1473.39,0
50.34,3.59,6.8,1415.21,0
55.19,1.85,8.32,1479.5,0
55.11,4.05,8.66,1384.02,0
63.21,1.26,8.85,1438.63,0
53.55,3.99,5.25,1493.63,0
75.97,13.01,17.21,1254.31,2
49.71,4.8,7.6,1375.05,0
82.84,5.95,14.66,1404.43,1
40.23,1.94,5.96,1441.82,0
46.58,2.77,9.49,1425.12,0
78.3,7.63,14.76,1409.37,1
48.39,4.18,6.28,1402.0,0
74.86,5.13,14.47,1330.1,1
64.04,1.77,11.37,1440.91,0
50.05,3.3,9.08,1462.5,0
60.8,2.98,5.83,1352.05,0
45.54,1.14,7.86,1393.38,0
46.68,4.47,10.39,1350.28,0
50.34,3.94,10.8,1359.34,0
61.01,4.48,15.62,1302.99,1
46.55,4.92,10.58,1395.27,0
43.69,2.4,10.81,1483.9,0
46.61,4.58,5.67,1411.72,0
57.93,2.58,6.63,1401.44,0
41.86,3.24,7.51,1364.5,0
57.62,3.97,11.21,1383.43,0
73.67,5.75,13.68,1448.82,1
62.31,1.74,5.55,1385.93,0
54.64,2.79,9.0,1370.02,0
48.38,1.15,6.99,1375.94,0
55.2,3.47,8.5,1424.07,0
61.34,1.97,11.13,1352.86,0
76.88,8.01,11.88,1444.67,1
61.43,4.71,5.65,1364.37,0
44.99,3.33,9.74,1499.59,0
70.29,5.53,11.18,1284.5,1
49.27,1.69,6.77,1481.64,0
47.82,3.62,6.62,1352.16,0
55.27,1.16,11.79,1487.8,0
56.52,1.97,11.57,1351.64,0
42.18,3.47,5.8,1401.78,0
62.84,1.94,9.04,1404.15,0
50.03,4.62,5.65,1420.97,0
49.12,4.93,10.84,1421.95,0
64.04,2.22,7.95,1409.41,0
64.78,1.51,5.73,1458.65,0
44.93,1.39,6.17,1488.56,0
53.14,4.43,7.23,1413.77,0
61.06,2.45,9.62,1420.62,0
42.95,3.39,5.62,1464.9,0
89.52,10.29,21.07,1304.7,2
59.7,3.7,7.88,1484.43,0
61.83,3.55,10.33,1374.01,0
52.12,1.66,11.62,1477.5,0
62.77,7.25,9.72,1286.86,1
74.95,4.6,8.94,1282.73,1
58.28,1.97,6.2,1429.48,0
47.13,1.76,6.17,1459.27,0
62.05,4.42,5.45,1393.39,0
103.68,8.51,19.49,1239.7,2
51.73,4.01,10.53,1424.85,0
89.24,14.29,16.71,1193.58,2
60.01,4.44,11.88,1367.36,0
44.93,1.57,9.85,1429.29,0
79.82,3.99,12.29,1294.22,1
47.13,4.39,9.57,1416.87,0
58.98,4.4,11.63,1367.91,1
55.17,8.95,9.46,1359.94,1
62.69,1.32,8.52,1426.96,0
81.33,13.98,19.92,1154.39,2
60.76,2.42,6.97,1476.13,0
62.56,2.18,5.06,1379.51,0
103.85,14.81,16.8,1146.97,2
48.27,1.36,8.94,1421.86,0
51.87,2.21,8.78,1387.26,0
61.51,1.79,5.02,1480.62,0
40.5,3.55,11.11,1376.44,0
53.08,4.43,10.01,1498.56,0
50.81,1.32,10.42,1387.97,0
55.69,3.26,9.29,1432.39,0
89.98,10.9,19.63,1125.55,2
82.16,7.77,12.67,1394.12,1
76.41,10.78,24.48,1154.92,2
40.1,2.08,8.49,1464.07,0
51.09,1.99,7.78,1497.91,0
41.65,2.25,8.97,1487.76,0
64.65,4.56,9.75,1389.25,0
49.48,4.64,9.31,1411.79,0
77.98,5.27,11.83,1311.64,1
62.41,2.53,9.83,1439.74,0
96.89,11.39,20.8,1264.63,2
55.16,8.6,12.09,1399.12,1
40.07,2.8,7.47,1433.24,0
55.5,1.1,5.56,1447.38,0
83.08,9.8,18.62,1289.08,2
105.74,8.83,18.39,1156.28,2
43.46,2.76,8.47,1410.55,0
57.68,4.27,12.02,1283.4,1
57.43,5.78,11.18,1407.84,1
81.13,3.12,14.55,1425.04,1
57.62,4.09,8.99,1390.62,0
61.87,2.89,7.55,1402.01,0
60.19,1.54,9.17,1401.41,0
41.92,3.33,11.27,1433.32,0
45.81,2.12,10.62,1489.38,0
75.22,6.99,12.78,1314.5,1
56.01,2.87,11.01,1401.36,0
52.58,4.06,8.4,1372.41,0
55.43,3.4,11.02,1350.5,0
86.9,13.0,22.54,1210.89,2
80.38,4.1,15.65,1344.03,1
81.26,11.38,24.09,1170.97,2
80.37,12.2,21.57,1192.17,2
52.61,2.04,5.06,1447.24,0
40.85,3.83,10.99,1370.73,0
76.59,4.6,14.78,1304.29,1
47.05,3.12,5.36,1373.78,0
61.14,3.77,8.01,1450.94,0
56.57,2.6,5.36,1387.91,0
56.32,6.14,12.6,1345.03,1
57.38,3.59,9.69,1446.76,0
52.99,2.01,11.99,1390.04,0
63.52,3.65,11.1,1474.12,0
42.79,3.64,9.73,1404.92,0
64.45,4.38,8.18,1466.27,0
57.05,8.73,9.54,1430.07,1
57.06,4.96,5.09,1395.92,0
42.03,4.11,7.45,1384.14,0
65.28,8.73,12.54,1292.28,1
48.27,2.85,5.55,1403.6,0
43.69,1.11,11.93,1391.83,0
58.52,3.41,9.7,1408.37,0
64.23,1.56,9.11,1380.15,0
58.41,4.27,8.61,1478.24,0
50.41,2.8,9.19,1360.76,0
53.04,1.45,10.57,1434.66,0
83.55,5.13,11.5,1394.12,1
53.84,1.98,9.12,1414.79,0
42.21,3.44,7.02,1374.05,0
100.1,9.75,20.91,1217.5,2
64.06,5.23,9.32,1315.56,1
40.34,2.75,7.02,1397.91,0
54.8,3.95,9.0,1360.01,0
76.2,7.56,12.19,1437.12,1
84.02,5.16,11.48,1351.65,1
83.55,4.38,12.94,1430.82,1
57.57,4.77,6.87,1416.02,0
58.6,3.01,5.47,1458.54,0
54.44,3.28,7.33,1397.33,0
64.33,4.04,11.77,1415.96,0
41.65,3.59,11.75,1432.78,0
55.91,4.75,10.5,1390.97,0
54.76,4.24,5.29,1489.3,0
52.35,4.13,9.62,1415.39,0
52.95,1.86,6.98,1410.05,0
77.3,13.19,18.78,1308.73,2
45.79,2.01,8.27,1484.67,0
58.15,4.38,7.84,1403.52,0
44.08,4.14,10.14,1407.65,0
56.38,3.41,5.19,1368.4,0
78.88,10.96,15.42,1262.78,2
78.17,3.74,9.79,1377.84,1
43.21,2.44,5.44,1496.95,0
54.39,1.11,7.68,1386.96,0
102.13,14.58,23.95,1231.54,2
50.21,3.52,7.33,1475.51,0
47.99,2.41,7.01,1477.99,0
83.89,5.99,12.93,1336.93,1
52.28,4.69,8.36,1352.1,0
47.14,4.47,6.57,1494.48,0
82.92,6.79,13.81,1420.07,1
62.47,3.84,11.8,1445.36,0
69.98,5.12,15.47,1289.23,1
41.65,4.2,6.1,1377.98,0
60.46,1.07,9.07,1482.12,0
45.92,2.78,9.43,1445.49,0
56.28,1.43,9.6,1499.91,0
73.24,7.57,11.59,1343.12,1
49.16,1.42,11.91,1362.88,0
82.17,5.36,10.51,1441.85,1
106.41,8.15,23.59,1302.27,2
55.04,4.87,6.56,1382.18,0
44.19,3.65,8.85,1368.31,0
56.26,2.32,7.74,1389.32,0
53.42,4.04,10.72,1400.58,0
82.37,4.6,11.7,1373.35,1
61.12,1.0,6.18,1354.56,0
59.67,3.47,8.69,1350.56,0
43.53,4.37,10.02,1473.21,0
65.39,7.65,10.1,1335.86,1
76.44,7.96,9.6,1285.88,1
60.24,1.97,11.18,1434.16,0
53.93,2.47,6.37,1387.28,0
57.76,8.01,10.89,1384.08,1
76.52,12.3,21.93,1123.62,2
52.44,3.32,7.3,1475.91,0
59.64,3.5,7.36,1472.67,0
109.09,8.44,24.23,1118.21,2
62.62,4.27,10.08,1441.47,0
45.21,4.06,11.64,1457.53,0
55.99,2.78,5.57,1406.67,0
76.21,3.24,12.37,1295.01,1
81.15,10.76,22.12,1279.39,2
86.28,13.9,23.73,1319.14,2
57.29,8.58,11.17,1436.67,1
53.5,3.3,9.04,1477.83,0
106.15,13.72,16.57,1313.26,2
47.3,2.96,5.77,1420.74,0
53.93,3.97,6.96,1434.74,0
78.53,8.54,11.01,1366.06,1
41.43,2.51,7.53,1451.07,0
57.57,3.98,6.77,1481.35,0
78.69,14.95,16.26,1137.6,2
43.78,4.14,5.85,1378.4,0
44.12,4.56,11.94,1403.55,0
42.95,4.51,10.86,1394.28,0
61.59,7.96,8.98,1385.77,1
72.39,6.12,15.45,1438.51,1
57.44,2.86,10.3,1437.67,0
43.35,1.5,5.33,1477.63,0
42.0,3.52,5.69,1440.96,0
60.07,4.99,5.21,1484.6,0
63.94,4.81,6.96,1459.73,0
66.62,7.31,14.41,1408.06,1
40.87,3.17,7.71,1365.16,0
58.67,3.25,5.58,1377.84,0
79.81,8.18,12.56,1427.38,1
43.49,3.11,6.22,1483.48,0
42.13,3.39,9.81,1383.05,0
53.61,1.82,9.87,1461.17,0
49.32,4.73,11.14,1409.14,0
51.73,4.73,10.04,1361.61,0
108.73,13.21,18.89,1290.34,2
48.2,4.51,11.05,1376.82,0
73.48,8.22,10.21,1312.64,1
50.74,3.97,6.89,1434.35,0
64.27,4.27,6.18,1470.49,0
62.29,4.68,12.8,1433.33,1
59.82,4.75,10.45,1440.84,0
61.68,8.81,13.09,1397.73,1
47.54,2.54,10.98,1462.35,0
45.19,1.15,7.98,1414.93,0
65.08,3.81,13.11,1341.35,1
43.13,4.23,10.0,1369.42,0
40.14,1.75,5.7,1404.5,0
76.26,6.48,8.88,1400.86,1
58.32,2.62,5.48,1467.56,0
57.62,1.82,11.26,1489.29,0
62.21,7.57,14.63,1353.24,1
44.61,2.45,7.34,1353.93,0
91.75,10.38,22.42,1292.9,2
61.6,1.38,7.56,1490.09,0
49.46,4.93,10.06,1394.93,0
40.76,4.43,10.13,1406.77,0
77.58,11.88,24.69,1215.08,2
46.77,1.12,9.24,1409.36,0
91.32,14.75,20.39,1151.73,2
59.62,1.37,11.18,1450.63,0
41.88,1.54,9.51,1400.95,0
50.51,4.72,9.95,1399.12,0
49.37,4.2,10.84,1395.63,0
63.04,4.03,10.12,1456.38,0
48.49,2.8,11.09,1381.65,0
46.1,2.19,8.92,1409.69,0
56.3,7.82,12.26,1346.59,1
58.25,2.23,6.84,1440.13,0
56.75,4.19,8.78,1400.6,0
49.34,3.15,8.17,1483.44,0
51.91,1.5,6.19,1477.82,0
46.59,3.45,7.41,1396.36,0
55.24,3.06,11.49,1428.16,0
57.35,2.86,5.49,1488.78,0
84.75,14.64,16.56,1185.63,2
53.39,2.25,6.58,1425.87,0
63.32,4.58,6.33,1401.52,0
78.51,3.68,15.3,1313.09,1
65.47,7.99,12.27,1307.04,1
55.1,4.82,7.52,1482.47,0
60.02,4.59,11.56,1401.08,1
102.01,14.29,18.34,1318.25,2
53.07,2.71,5.18,1366.18,0
42.02,3.63,9.58,1364.24,0
52.0,4.47,6.76,1365.14,0
42.16,1.97,10.16,1475.7,0
58.64,4.56,8.08,1401.38,0
75.17,5.18,15.67,1431.9,1
74.98,3.19,9.91,1418.09,1
48.26,3.26,10.95,1380.23,0
47.33,4.79,7.74,1382.53,0
67.59,8.89,10.8,1436.69,1
75.64,8.63,13.78,1312.38,1
41.06,2.99,8.81,1375.27,0
60.8,4.36,8.67,1306.61,1
55.97,4.38,5.1,1489.37,0
48.47,4.03,8.81,1481.53,0
64.21,2.81,11.62,1451.52,0
88.69,8.56,15.9,1229.97,2
61.43,3.35,10.45,1471.32,0
64.53,1.42,8.94,1350.91,0
60.76,6.47,8.53,1321.98,1
44.17,1.08,6.86,1395.96,0
47.77,4.48,6.19,1402.87,0
49.88,4.93,6.71,1406.46,0
53.05,3.34,5.06,1464.15,0
109.2,10.32,24.64,1165.97,2
46.56,3.31,8.84,1391.08,0
77.6,11.43,22.33,1110.12,2
58.71,4.66,8.04,1388.81,0
94.31,13.57,18.33,1230.38,2
63.17,3.79,6.8,1434.61,0
84.06,4.39,8.75,1324.72,1
62.65,4.01,5.16,1471.81,0
50.48,3.8,7.88,1425.7,0
55.98,1.8,10.79,1451.49,0
40.65,2.31,10.38,1365.62,0
44.82,4.09,11.23,1471.64,0
48.5,1.32,8.1,1389.16,0
61.73,4.34,12.3,1380.8,1
74.23,3.36,8.77,1286.45,1
56.82,1.32,11.66,1475.77,0
43.69,1.07,6.62,1400.15,0
57.07,5.48,10.61,1435.32,1
48.43,4.14,7.87,1452.69,0
53.95,2.99,9.22,1354.82,0
46.44,1.98,10.0,1428.21,0
67.45,3.04,14.32,1429.75,1
49.12,1.23,11.67,1397.6,0
43.69,1.29,10.69,1462.86,0
40.49,4.76,11.77,1395.7,0
58.43,2.9,7.63,1409.17,0
49.92,2.48,6.99,1486.76,0
96.94,10.33,19.27,1313.34,2
46.0,3.07,8.56,1383.97,0
62.82,3.79,6.53,1397.37,0
84.2,8.81,14.0,1302.11,1
44.29,3.26,9.92,1380.37,0
47.21,1.0,7.54,1441.03,0
106.59,14.95,20.51,1175.74,2
46.9,3.46,11.6,1369.9,0
59.83,4.08,9.67,1478.22,0
89.43,14.22,16.99,1148.71,2
44.09,1.38,8.31,1419.74,0
58.76,4.0,8.66,1391.38,0
44.06,4.58,9.8,1387.49,0
41.32,4.34,5.83,1356.77,0
59.4,3.45,5.49,1426.29,0
56.56,3.44,10.44,1432.74,0
63.37,4.33,11.94,1443.46,0
57.27,1.15,8.09,1467.88,0
79.24,7.61,8.91,1389.46,1
45.34,1.92,9.2,1436.49,0
44.17,1.7,5.07,1442.0,0
72.5,4.05,10.72,1334.02,1
102.46,12.57,19.34,1124.66,2
106.48,9.11,24.14,1293.26,2
73.26,8.83,10.99,1395.85,1
47.38,4.81,8.64,1377.38,0
40.38,4.59,8.69,1477.47,0
44.56,3.47,6.64,1361.99,0
95.25,14.91,18.72,1200.68,2
67.33,6.78,13.59,1400.89,1
62.76,3.42,7.53,1468.17,0
69.62,3.98,8.36,1319.35,1
52.86,4.1,10.13,1389.18,0
47.51,2.18,7.53,1443.4,0
55.34,1.67,11.94,1384.75,0
80.02,3.08,10.84,1406.28,1
41.57,3.81,11.21,1469.33,0
56.1,3.25,6.38,1386.52,0
54.14,1.08,5.24,1416.87,0
45.89,4.17,5.65,1415.62,0
71.14,4.3,10.48,1444.33,1
47.74,3.47,8.74,1382.74,0
56.37,3.63,11.52,1360.94,1
51.17,2.02,10.78,1422.79,0
44.97,1.99,7.14,1433.27,0
59.08,1.04,7.28,1382.15,0
81.03,6.28,15.29,1424.23,1
87.46,11.12,24.59,1233.9,2
54.59,4.94,5.67,1392.86,0
54.11,1.46,11.98,1413.83,0
106.8,9.75,22.2,1106.66,2
61.14,2.19,7.48,1485.89,0
102.33,9.98,20.64,1188.95,2
58.4,1.03,8.77,1469.07,0
76.1,11.25,24.88,1314.99,2
76.62,6.94,9.24,1325.56,1
60.15,2.12,6.34,1425.64,0
62.08,2.66,7.71,1448.95,0
71.7,8.3,10.46,1397.64,1
57.52,5.49,13.6,1442.64,1
55.33,3.63,5.18,1431.06,0
49.68,1.21,8.35,1461.0,0
42.44,3.87,11.45,1374.32,0
64.48,3.29,11.64,1416.62,0
58.34,2.24,6.41,1471.15,0
47.15,4.73,7.5,1366.16,0
44.66,2.33,8.95,1458.97,0
54.45,4.17,8.73,1411.38,0
56.55,4.0,10.28,1436.68,0
42.71,4.0,7.14,1492.72,0
68.49,4.17,10.94,1350.4,1
50.68,4.6,8.63,1425.88,0
40.55,3.51,9.08,1498.04,0
95.12,14.23,21.51,1204.55,2
45.42,2.63,7.68,1369.65,0
60.21,3.38,12.22,1374.1,1
98.45,8.09,17.05,1250.22,2
46.32,2.63,7.68,1469.2,0
98.29,8.72,23.23,1170.96,2
41.15,4.94,7.51,1383.08,0
40.69,2.09,6.89,1472.9,0
58.87,3.68,10.68,1468.15,0
42.81,3.29,10.47,1405.0,0
60.0,3.44,6.57,1441.96,0
48.04,1.68,7.06,1352.95,0
48.98,4.29,10.74,1421.6,0
96.03,12.84,20.61,1272.12,2
43.55,1.86,5.74,1452.46,0
88.17,14.46,20.45,1159.34,2
42.37,3.96,5.42,1391.65,0
109.39,11.18,20.65,1283.68,2
51.43,3.2,11.21,1365.7,0
55.85,2.88,7.32,1470.33,0
47.59,2.56,10.7,1351.56,0
54.09,5.0,9.51,1454.14,0
57.33,2.87,5.68,1420.3,0
60.23,1.59,7.4,1479.7,0
41.94,2.63,7.85,1359.9,0
81.05,5.83,12.11,1422.09,1
50.32,3.33,9.91,1381.53,0
49.83,2.19,9.51,1365.17,0
59.73,1.42,6.43,1355.71,0
58.32,1.06,5.1,1354.4,0
42.91,3.18,11.04,1452.77,0
55.15,2.89,7.71,1375.24,0
44.94,2.68,9.37,1444.33,0
73.22,5.28,8.45,1395.2,1
48.31,4.86,6.68,1485.25,0
41.42,1.43,6.93,1383.0,0
53.99,4.0,6.37,1405.19,0
46.84,2.95,5.58,1418.94,0
51.36,4.29,10.53,1470.03,0
54.1,1.09,7.88,1467.42,0
63.6,3.89,6.5,1495.67,0
58.1,2.62,11.77,1454.16,0
60.56,1.23,7.93,1418.76,0
53.03,3.07,5.76,1424.08,0
43.03,4.94,10.46,1408.54,0
46.89,1.94,8.63,1389.19,0
49.84,2.54,7.0,1499.77,0
60.2,5.86,11.74,1363.73,1
44.88,2.96,10.19,1423.89,0
69.96,6.65,15.18,1348.25,1
55.2,4.88,11.91,1446.35,0
105.39,12.38,23.19,1295.27,2
40.4,3.86,7.8,1353.4,0
78.03,12.33,17.48,1281.9,2
55.21,4.98,5.66,1391.45,0
84.52,7.61,11.34,1351.63,1
64.41,5.83,9.47,1396.48,1
61.81,1.37,6.96,1369.83,0
60.13,1.74,5.59,1415.44,0
64.85,3.65,8.9,1459.6,0
47.21,1.19,9.56,1365.12,0
48.04,2.41,10.67,1460.32,0
64.63,3.35,6.8,1434.56,0
61.95,4.47,10.64,1468.5,0
60.26,3.37,13.69,1402.84,1
43.33,3.62,10.62,1498.23,0
58.42,2.63,5.44,1481.24,0
55.96,5.99,14.89,1294.7,1
79.96,6.04,8.05,1328.8,1
75.8,14.45,20.89,1270.44,2
52.49,4.16,8.1,1374.87,0
50.5,4.76,11.71,1425.39,0
50.95,2.23,11.89,1472.11,0
51.76,2.55,7.63,1446.01,0
62.55,1.74,10.65,1352.73,0
42.26,4.89,9.43,1497.88,0
40.17,1.04,8.81,1415.29,0
42.61,2.22,11.8,1494.43,0
57.34,3.64,11.94,1307.32,1
46.37,1.63,9.85,1363.98,0
77.38,3.3,15.14,1318.6,1
77.87,7.55,10.01,1297.27,1
44.54,1.63,10.79,1356.29,0
105.53,12.14,20.72,1124.57,2
45.51,3.5,9.0,1377.73,0
83.85,13.39,24.37,1299.4,2
100.32,12.04,21.48,1106.45,2
62.38,4.16,11.81,1441.26,0
64.39,1.55,7.39,1397.9,0
51.77,1.82,8.17,1391.66,0
55.02,1.87,9.7,1380.66,0
70.71,4.58,9.13,1307.29,1
58.07,2.28,11.34,1369.0,0
51.06,1.18,8.81,1400.78,0
82.84,4.43,11.39,1282.49,1
71.84,6.14,8.92,1426.22,1
48.29,1.7,10.38,1410.0,0
57.1,5.51,12.66,1305.0,1
49.39,1.56,9.97,1478.18,0
63.89,4.8,13.93,1318.88,1
76.17,4.19,13.73,1400.47,1
60.36,4.58,9.95,1498.73,0
84.96,13.05,17.2,1293.13,2
63.83,4.46,7.08,1373.89,0
55.78,4.12,10.33,1406.3,0
40.48,3.84,6.65,1409.6,0
45.0,4.34,6.78,1412.57,0
62.18,1.98,7.79,1399.37,0
47.35,3.24,7.11,1375.07,0
78.56,3.1,8.38,1373.47,1
47.89,1.35,6.56,1378.21,0
96.0,9.03,15.07,1287.22,2
56.33,3.59,11.65,1478.63,0
62.39,1.14,11.04,1403.99,0
50.5,2.81,9.21,1389.9,0
55.59,4.32,7.52,1414.56,0
45.17,3.62,7.91,1376.95,0
55.17,3.63,9.05,1498.21,0
63.86,5.56,10.25,1355.82,1
60.09,3.4,11.82,1474.9,0
58.36,2.4,7.13,1380.27,0
48.41,3.86,9.35,1384.94,0
41.07,2.73,6.58,1413.07,0
47.69,2.89,10.16,1461.54,0
56.45,5.8,15.38,1448.52,1
57.21,1.95,6.2,1360.15,0
59.15,3.96,9.63,1474.09,0
44.16,2.13,7.82,1446.75,0
53.07,2.38,5.73,1493.74,0
58.75,4.66,9.77,1344.58,1
55.37,1.92,8.36,1357.67,0
88.26,10.61,19.07,1182.68,2
77.16,8.65,16.63,1230.95,2
59.11,6.48,12.04,1304.49,1
73.48,4.13,10.84,1413.24,1
57.82,2.46,7.44,1379.1,0
59.2,7.02,9.89,1354.52,1
53.72,4.76,9.76,1418.49,0
50.83,2.4,9.89,1368.81,0
50.39,3.59,6.01,1458.48,0
51.35,3.1,10.95,1489.74,0
63.2,3.09,6.34,1389.91,0
63.49,3.58,5.64,1353.14,0
83.02,9.01,24.13,1247.17,2
80.74,8.38,18.3,1201.57,2
55.24,3.7,5.49,1473.65,0
64.71,4.8,10.15,1495.66,0
75.26,9.84,17.0,1103.08,2
57.43,3.24,7.71,1413.04,0
52.85,1.41,10.79,1466.99,0
52.2,4.71,8.65,1423.14,0
53.6,3.96,9.24,1408.82,0
64.8,3.28,9.35,1420.65,0
75.06,5.26,13.06,1422.17,1
63.69,4.07,6.88,1438.62,0
85.45,10.61,21.68,1232.08,2
41.95,4.82,5.6,1465.68,0
98.77,8.52,24.93,1189.74,2
46.86,1.13,10.75,1391.36,0
